,time,cycleSlipratio,average CN0,average Elevation,vis satellite number,hDop,pDop,ValidLNum,aveEleOfValid,scene
24,60616.0,0.125,38.0,0.0,16.0,0.0,0.0,13.0,0.0,other
25,60617.0,0.125,38.0,0.0,16.0,0.0,0.0,14.0,0.0,other
26,60618.0,0.12,38.0,0.0,16.0,0.0,0.0,15.0,0.0,other
27,60619.0,0.08,38.0,0.0,16.0,0.0,0.0,15.0,0.0,other
28,60620.0,0.12,38.0,0.0,16.0,0.0,0.0,14.0,0.0,other
29,60621.0,0.08,38.0,0.0,16.0,0.0,0.0,15.0,0.0,other
30,60622.0,0.08,38.0,0.0,16.0,6.065043,12.916074,14.0,0.0,other
31,60623.0,0.041667,40.0,48.759279,15.0,3.24357,3.155743,15.0,48.089765,other
32,60624.0,0.041667,40.0,48.758151,15.0,3.062948,3.024429,15.0,48.088629,other
33,60625.0,0.041667,40.0,49.123876,15.0,1.661476,2.046943,15.0,48.087443,other
34,60626.0,0.08,40.0,49.122749,16.0,2.843308,2.8958,16.0,48.08626,other
35,60627.0,0.04,40.0,48.311594,16.0,5.199498,10.260099,15.0,49.024043,other
36,60628.0,0.037037,40.0,48.310515,17.0,5.198953,10.257242,17.0,46.911034,other
37,60629.0,0.037037,40.0,48.309437,17.0,5.19841,10.254376,16.0,49.021684,other
38,60630.0,0.071429,39.0,48.308361,18.0,2.49203,6.068882,18.0,46.908831,other
39,60631.0,0.034483,38.0,48.307283,19.0,2.492298,6.068334,18.0,44.528036,other
40,60632.0,0.09375,37.0,48.306205,21.0,2.492567,6.067799,20.0,44.526717,other
41,60633.0,0.09375,37.0,49.590964,21.0,2.492837,6.067253,20.0,46.731252,other
42,60634.0,0.12,38.0,49.590037,17.0,2.493107,6.066723,17.0,48.96024,other
43,60635.0,0.178571,37.0,49.589111,19.0,2.493375,6.066178,17.0,48.050787,other
44,60636.0,0.137931,36.0,48.38818,20.0,5.194547,10.234333,18.0,43.883611,other
45,60637.0,0.16129,36.0,47.276564,21.0,5.193994,10.23147,18.0,45.381445,other
46,60638.0,0.15625,36.0,46.200153,22.0,1.645895,4.100386,20.0,42.474151,other
47,60639.0,0.147059,36.0,46.448212,22.0,1.938758,4.223947,19.0,45.28072,other
48,60640.0,0.09375,37.0,48.381333,21.0,1.645684,4.097132,20.0,43.524085,other
49,60641.0,0.16129,37.0,48.380292,20.0,1.645578,4.095507,20.0,46.136325,other
50,60642.0,0.181818,37.0,46.445648,21.0,1.938035,4.21832,19.0,45.277384,other
51,60643.0,0.064516,37.0,46.44567,20.0,1.645369,4.092262,18.0,47.304715,other
52,60644.0,0.09375,36.0,46.445028,21.0,1.3019,1.779319,20.0,45.727178,other
53,60645.0,0.088235,36.0,46.444385,22.0,1.718717,2.204466,21.0,45.726475,other
54,60646.0,0.111111,36.0,46.443746,23.0,1.71863,2.204263,21.0,45.274173,other
55,60647.0,0.085714,36.0,48.374052,23.0,1.718543,2.20406,21.0,44.988034,other
56,60648.0,0.085714,36.0,48.928427,23.0,1.90494,3.412159,22.0,44.625469,other
57,60649.0,0.057143,36.0,48.927673,23.0,1.904737,3.411023,21.0,45.988997,other
58,60650.0,0.058824,37.0,48.926906,22.0,1.718282,2.203451,20.0,47.722545,other
59,60651.0,0.142857,36.0,47.02104,24.0,1.904331,3.408757,21.0,47.94802,other
60,60652.0,0.142857,36.0,47.665648,24.0,1.718109,2.203045,23.0,48.238321,other
61,60653.0,0.131579,35.0,47.665327,26.0,1.890951,3.397613,26.0,45.408886,other
62,60654.0,0.105263,35.0,47.665009,26.0,1.697005,2.148274,26.0,43.939463,other
63,60655.0,0.078947,35.0,47.664689,26.0,1.887996,3.390627,26.0,43.939155,other
64,60656.0,0.078947,35.0,47.664371,26.0,1.887793,3.389508,25.0,43.123923,other
65,60657.0,0.083333,36.0,47.664049,25.0,1.887589,3.38839,24.0,44.619667,other
66,60658.0,0.057143,36.0,47.663728,24.0,1.887386,3.387273,22.0,46.140786,other
67,60659.0,0.111111,36.0,47.663407,24.0,1.915662,4.151948,21.0,47.714843,other
68,60700.0,0.081081,36.0,47.663087,25.0,1.915427,4.150118,23.0,44.512816,other
69,60701.0,0.055556,36.0,47.662766,24.0,1.91519,4.14829,22.0,45.747835,other
70,60702.0,0.054054,36.0,47.662443,25.0,1.886575,3.382813,23.0,45.747677,other
71,60703.0,0.054054,36.0,47.66212,25.0,1.886373,3.3817,24.0,46.43424,other
72,60704.0,0.054054,36.0,47.661798,25.0,1.914485,4.142819,24.0,46.432753,other
73,60705.0,0.052632,36.0,47.661475,26.0,1.885969,3.379475,24.0,44.241315,other
74,60706.0,0.052632,36.0,47.661152,26.0,1.885767,3.378365,23.0,44.512124,other
75,60707.0,0.054054,36.0,47.660826,25.0,1.885566,3.377256,22.0,45.746887,other
76,60708.0,0.081081,36.0,47.660502,25.0,1.885365,3.376147,24.0,44.511815,other
77,60709.0,0.081081,36.0,47.660178,25.0,1.885165,3.375039,24.0,44.511661,other
78,60710.0,0.128205,36.0,47.659853,28.0,1.884964,3.373932,25.0,46.51819,other
79,60711.0,0.153846,36.0,47.387311,28.0,1.884763,3.372826,27.0,44.256884,other
80,60712.0,0.153846,36.0,47.406007,28.0,1.906491,3.248599,26.0,42.710772,other
81,60713.0,0.078947,37.0,46.070203,26.0,1.884363,3.370614,25.0,46.198515,other
82,60714.0,0.078947,37.0,46.070001,26.0,1.884163,3.369511,24.0,44.19178,other
83,60715.0,0.102564,36.0,46.069798,27.0,1.883964,3.368407,22.0,45.412115,other
84,60716.0,0.076923,37.0,45.572847,27.0,1.891061,2.136415,22.0,45.412074,other
85,60717.0,0.076923,37.0,45.572481,27.0,1.890933,2.136346,23.0,45.41203,other
86,60718.0,0.076923,37.0,45.572116,27.0,1.890804,2.136277,23.0,45.411988,other
87,60719.0,0.076923,37.0,45.57175,27.0,1.890675,2.136208,24.0,45.411945,other
88,60720.0,0.102564,37.0,45.405646,27.0,1.890547,2.13614,26.0,44.77367,other
89,60721.0,0.102564,37.0,45.405448,27.0,1.890418,2.13607,26.0,44.773867,other
90,60722.0,0.102564,37.0,45.405253,27.0,1.89029,2.136002,24.0,44.191437,other
91,60723.0,0.076923,37.0,45.570286,30.0,1.890161,2.135932,28.0,43.640526,other
92,60724.0,0.076923,37.0,45.772591,30.0,1.909851,4.106759,28.0,42.253027,other
93,60725.0,0.025641,37.0,45.057318,30.0,1.909622,4.104974,27.0,42.252935,other
94,60726.0,0.025641,37.0,45.250156,30.0,1.909394,4.103193,27.0,42.359698,other
95,60727.0,0.076923,37.0,45.770979,30.0,1.909166,4.101411,27.0,44.193238,other
96,60728.0,0.076923,37.0,47.104345,29.0,1.908938,4.099631,26.0,44.389039,other
97,60729.0,0.076923,37.0,47.103699,28.0,2.482327,3.041254,25.0,45.83931,other
98,60730.0,0.076923,36.0,47.10306,28.0,2.482493,3.04111,27.0,45.458342,other
99,60731.0,0.051282,37.0,46.620196,29.0,2.051472,2.587983,27.0,44.706521,other
100,60732.0,0.025641,37.0,47.466299,31.0,1.827724,2.368172,29.0,42.100609,other
101,60733.0,0.025641,38.0,46.868983,30.0,1.827647,2.367906,30.0,42.860706,other
102,60734.0,0.025641,38.0,46.867993,30.0,1.82757,2.36764,27.0,43.047918,other
103,60735.0,0.025641,38.0,46.867,30.0,1.569504,2.298149,27.0,43.047407,other
104,60736.0,0.025641,38.0,46.060732,31.0,1.569481,2.297912,28.0,42.144467,other
105,60737.0,0.051282,39.0,45.492878,32.0,1.569457,2.297674,28.0,42.471054,other
106,60738.0,0.051282,39.0,45.821761,31.0,1.569433,2.297437,28.0,44.210123,other
107,60739.0,0.025641,39.0,45.821048,32.0,1.569409,2.2972,30.0,44.356443,other
108,60740.0,0.025641,39.0,46.53514,33.0,1.569386,2.296962,31.0,44.38143,other
109,60741.0,0.0,40.0,48.165358,33.0,1.732599,2.290431,32.0,45.018731,other
110,60742.0,0.0,40.0,48.164658,33.0,1.995921,2.373706,31.0,45.925396,other
111,60743.0,0.025641,40.0,48.125327,33.0,1.487941,2.221142,29.0,46.333081,other
112,60744.0,0.025641,39.0,48.124483,33.0,1.461608,2.813993,29.0,46.332976,other
113,60745.0,0.0,39.0,48.123639,33.0,1.42075,2.804997,31.0,44.381826,other
114,60746.0,0.025641,39.0,48.122795,33.0,1.420532,2.804397,30.0,44.381905,other
115,60747.0,0.025641,39.0,48.121947,33.0,1.418506,2.788539,29.0,45.347692,other
116,60748.0,0.025641,39.0,48.121102,33.0,1.418284,2.787927,30.0,45.347774,other
117,60749.0,0.025641,39.0,48.120257,32.0,1.544524,2.218912,31.0,45.57673,other
118,60750.0,0.025641,39.0,48.119409,32.0,1.30754,1.890166,29.0,46.622702,other
119,60751.0,0.025641,40.0,48.389755,31.0,1.519751,2.346559,27.0,46.19276,other
120,60752.0,0.025641,39.0,47.566243,30.0,1.48541,2.338589,29.0,45.765144,other
121,60753.0,0.025641,39.0,47.565387,30.0,1.485308,2.338432,28.0,45.083083,other
122,60754.0,0.025641,39.0,47.564526,31.0,1.485206,2.338275,29.0,44.922575,other
123,60755.0,0.025641,39.0,47.563668,32.0,1.484189,2.317681,27.0,46.013739,other
124,60756.0,0.025641,39.0,47.56281,32.0,1.45437,2.078541,30.0,45.628387,other
125,60757.0,0.025641,39.0,47.656011,30.0,1.370026,1.948458,27.0,45.541987,other
126,60758.0,0.025641,39.0,47.655203,31.0,1.308265,1.878455,28.0,44.969352,other
127,60759.0,0.076923,40.0,47.654361,32.0,1.775763,2.190669,26.0,45.890389,other
128,60800.0,0.025641,39.0,48.380505,32.0,1.792327,2.170603,29.0,44.957667,other
129,60801.0,0.025641,40.0,46.873018,32.0,1.357778,2.248051,28.0,44.221664,other
130,60802.0,0.025641,40.0,46.872896,32.0,1.357678,2.247768,30.0,44.80179,other
131,60803.0,0.025641,40.0,46.872214,32.0,1.357579,2.247485,28.0,44.909837,other
132,60804.0,0.025641,40.0,46.871533,33.0,1.357479,2.247202,28.0,46.616081,other
133,60805.0,0.025641,39.0,47.315899,32.0,1.35738,2.24692,29.0,44.184823,other
134,60806.0,0.025641,39.0,47.315209,32.0,1.357281,2.246637,27.0,45.992321,other
135,60807.0,0.025641,40.0,47.314521,32.0,1.357182,2.246353,27.0,45.992772,other
136,60808.0,0.025641,40.0,47.31383,31.0,1.357083,2.24607,27.0,45.993223,other
137,60809.0,0.025641,40.0,47.313143,32.0,1.356984,2.245788,29.0,45.993676,other
138,60810.0,0.025641,40.0,47.849207,32.0,1.356885,2.245506,29.0,44.970805,other
139,60811.0,0.025641,40.0,47.848528,31.0,1.356786,2.245223,27.0,46.235128,other
140,60812.0,0.025641,39.0,47.311072,32.0,1.356687,2.24494,28.0,45.347225,other
141,60813.0,0.051282,39.0,47.548194,34.0,1.356588,2.244657,30.0,45.596233,other
142,60814.0,0.025641,39.0,47.309542,34.0,1.35649,2.244376,28.0,43.939072,other
143,60815.0,0.025641,40.0,47.309,33.0,1.35639,2.244093,28.0,43.939337,other
144,60816.0,0.051282,39.0,48.363947,32.0,1.356292,2.243811,28.0,44.314766,other
145,60817.0,0.025641,39.0,48.096323,32.0,1.356193,2.243528,28.0,43.939273,other
146,60818.0,0.025641,39.0,48.09562,32.0,1.356094,2.243246,29.0,44.384236,other
147,60819.0,0.025641,40.0,48.360835,33.0,1.355996,2.242964,29.0,45.350143,other
148,60820.0,0.025641,40.0,48.359798,34.0,1.355897,2.242682,31.0,42.509398,other
149,60821.0,0.025641,40.0,48.8011,34.0,1.356869,2.236348,31.0,43.349043,other
150,60822.0,0.025641,40.0,48.0922,34.0,1.356759,2.236116,31.0,43.349148,other
151,60823.0,0.025641,39.0,48.091343,34.0,1.356648,2.235883,32.0,42.44847,other
152,60824.0,0.025641,39.0,48.854895,34.0,1.356537,2.23565,30.0,43.812362,other
153,60825.0,0.025641,39.0,49.04863,34.0,1.356427,2.235417,27.0,43.330236,other
154,60826.0,0.025641,39.0,49.048056,34.0,1.351535,2.219142,28.0,42.402259,other
155,60827.0,0.025641,40.0,48.32636,34.0,1.351426,2.218892,29.0,42.311496,other
156,60828.0,0.025641,39.0,49.046905,34.0,1.351315,2.218643,28.0,43.206285,other
157,60829.0,0.025641,40.0,47.545439,33.0,1.351205,2.218394,29.0,43.206724,other
158,60830.0,0.025641,40.0,47.544825,33.0,1.351095,2.218144,29.0,42.315202,other
159,60831.0,0.0,40.0,49.336505,34.0,1.350986,2.217894,29.0,42.535044,other
160,60832.0,0.0,39.0,48.587402,32.0,1.350876,2.217645,29.0,42.138638,other
161,60833.0,0.025641,40.0,48.586833,32.0,1.350766,2.217395,29.0,44.183542,other
162,60834.0,0.025641,39.0,49.04299,32.0,1.350656,2.217146,28.0,43.270397,other
163,60835.0,0.025641,39.0,49.042872,31.0,1.350547,2.216896,27.0,45.609672,other
164,60836.0,0.025641,39.0,48.258924,30.0,1.350437,2.216647,26.0,45.60989,other
165,60837.0,0.025641,39.0,48.258124,30.0,1.350327,2.216397,25.0,45.043536,other
166,60838.0,0.025641,40.0,48.257324,30.0,1.350217,2.216147,28.0,43.977825,other
167,60839.0,0.025641,39.0,49.040563,30.0,1.350108,2.215898,28.0,45.846327,other
168,60840.0,0.025641,40.0,48.5019,28.0,1.353936,2.237052,27.0,46.007665,other
169,60841.0,0.025641,40.0,48.501564,29.0,1.349889,2.215398,26.0,47.202265,other
170,60842.0,0.025641,39.0,48.958348,29.0,1.349779,2.215148,28.0,44.970566,other
171,60843.0,0.025641,39.0,49.244946,30.0,1.27686,2.185671,28.0,46.076109,other
172,60844.0,0.0,39.0,48.170219,29.0,1.34956,2.214648,28.0,43.101574,other
173,60845.0,0.025641,39.0,48.957316,30.0,1.349451,2.214398,29.0,43.928507,other
174,60846.0,0.025641,39.0,48.956971,29.0,1.349342,2.214148,26.0,46.42122,other
175,60847.0,0.025641,40.0,48.956628,29.0,1.349232,2.213898,27.0,46.822189,other
176,60848.0,0.025641,40.0,48.95628,30.0,1.353157,2.234806,28.0,45.48585,other
177,60849.0,0.025641,39.0,48.593302,31.0,1.35306,2.234526,30.0,44.616726,other
178,60850.0,0.025641,39.0,48.592762,32.0,1.348905,2.213148,32.0,45.023269,other
179,60851.0,0.025641,39.0,49.14918,33.0,1.352866,2.233965,31.0,44.457921,other
180,60852.0,0.025641,39.0,48.855961,34.0,1.352768,2.233685,32.0,45.026085,other
181,60853.0,0.025641,39.0,49.148369,34.0,1.352672,2.233405,32.0,45.028016,other
182,60854.0,0.025641,39.0,49.147964,33.0,1.348468,2.212147,31.0,45.196273,other
183,60855.0,0.0,39.0,49.147559,33.0,1.348359,2.211896,30.0,45.13765,other
184,60856.0,0.025641,39.0,48.405053,32.0,1.352381,2.232564,30.0,45.137723,other
185,60857.0,0.0,40.0,49.791681,31.0,1.352284,2.232284,31.0,45.137794,other
186,60858.0,0.025641,40.0,49.791128,31.0,1.352187,2.232004,30.0,45.137865,other
187,60859.0,0.025641,40.0,48.713008,31.0,1.352091,2.231724,31.0,45.137937,other
188,60900.0,0.051282,40.0,48.974873,32.0,1.351994,2.231445,30.0,46.13055,other
189,60901.0,0.025641,39.0,48.784224,32.0,1.280022,2.201467,32.0,45.172093,other
190,60902.0,0.025641,39.0,48.783602,32.0,1.279921,2.201163,31.0,45.455341,other
191,60903.0,0.025641,40.0,47.792282,34.0,1.351704,2.230605,33.0,46.178937,other
192,60904.0,0.025641,39.0,49.215241,34.0,1.351607,2.230326,30.0,47.112074,other
193,60905.0,0.025641,39.0,49.214608,33.0,1.351511,2.230046,32.0,46.329062,other
194,60906.0,0.025641,40.0,47.790712,33.0,1.351415,2.229767,32.0,46.329282,other
195,60907.0,0.025641,39.0,48.470887,33.0,1.351318,2.229487,31.0,47.364886,other
196,60908.0,0.025641,39.0,48.470043,32.0,1.351222,2.229207,31.0,46.011823,other
197,60909.0,0.025641,39.0,48.469198,33.0,1.351126,2.228928,32.0,45.117248,other
198,60910.0,0.025641,39.0,48.023822,31.0,1.351029,2.228649,28.0,44.154006,other
199,60911.0,0.025641,39.0,48.022986,32.0,1.350933,2.22837,31.0,43.964332,other
200,60912.0,0.025641,39.0,48.02215,32.0,1.350837,2.22809,31.0,44.393575,other
201,60913.0,0.025641,39.0,48.021313,33.0,1.350741,2.227812,31.0,45.117804,other
202,60914.0,0.025641,39.0,48.77612,32.0,1.350645,2.227533,31.0,46.212545,other
203,60915.0,0.025641,39.0,48.775494,32.0,1.350549,2.227253,30.0,47.423268,other
204,60916.0,0.025641,40.0,48.426207,33.0,1.350453,2.226975,30.0,47.42335,other
205,60917.0,0.025641,39.0,48.334925,33.0,1.350357,2.226696,29.0,47.244367,other
206,60918.0,0.025641,39.0,48.334093,33.0,1.350261,2.226417,30.0,45.634657,other
207,60919.0,0.0,39.0,47.691503,32.0,1.350165,2.226138,31.0,46.011084,other
208,60920.0,0.025641,39.0,48.332428,32.0,1.350069,2.225859,31.0,46.011464,other
209,60921.0,0.025641,39.0,47.921629,33.0,1.349974,2.225581,32.0,44.870196,other
210,60922.0,0.025641,38.0,49.251284,33.0,1.349878,2.225302,33.0,44.867796,other
211,60923.0,0.025641,38.0,49.250602,32.0,1.349782,2.225024,29.0,46.445851,other
212,60924.0,0.025641,39.0,49.815176,32.0,1.349687,2.224745,31.0,45.442564,other
213,60925.0,0.025641,39.0,49.814511,32.0,1.349591,2.224467,28.0,46.446745,other
214,60926.0,0.051282,39.0,49.813849,35.0,1.349496,2.224188,33.0,45.076383,other
215,60927.0,0.025641,39.0,49.813184,34.0,1.3494,2.22391,31.0,44.965528,other
216,60928.0,0.025641,39.0,49.812519,34.0,1.349305,2.223632,32.0,43.204123,other
217,60929.0,0.025641,40.0,48.563018,33.0,1.349209,2.223353,32.0,44.038614,other
218,60930.0,0.025641,39.0,48.794604,33.0,1.349114,2.223075,32.0,44.166484,other
219,60931.0,0.025641,39.0,48.793872,34.0,1.349019,2.222797,32.0,44.004804,other
220,60932.0,0.025641,39.0,48.888899,34.0,1.348923,2.222519,33.0,43.17222,other
221,60933.0,0.025641,39.0,48.08857,34.0,1.348828,2.222241,34.0,43.172297,other
222,60934.0,0.025641,39.0,47.248523,33.0,1.348733,2.221963,32.0,44.306889,other
223,60935.0,0.025641,39.0,47.24784,34.0,1.348638,2.221685,32.0,45.206099,other
224,60936.0,0.025641,39.0,47.247155,34.0,1.348543,2.221407,32.0,44.307336,other
225,60937.0,0.025641,39.0,47.246472,34.0,1.348448,2.22113,31.0,45.206563,other
226,60938.0,0.025641,39.0,47.245788,33.0,1.348353,2.220852,29.0,44.507111,other
227,60939.0,0.025641,39.0,47.245102,33.0,1.348258,2.220574,30.0,44.507315,other
228,60940.0,0.025641,39.0,47.244419,32.0,1.295087,1.92228,29.0,44.507522,other
229,60941.0,0.025641,39.0,47.243734,33.0,1.295035,1.922186,31.0,45.207389,other
230,60942.0,0.025641,39.0,47.243048,34.0,1.294982,1.922092,34.0,44.308668,other
231,60943.0,0.025641,39.0,47.242363,34.0,1.29493,1.921998,34.0,44.30889,other
232,60944.0,0.025641,40.0,47.241677,33.0,1.294878,1.921904,32.0,45.208175,other
233,60945.0,0.025641,40.0,47.816779,33.0,1.294826,1.92181,31.0,45.208405,other
234,60946.0,0.025641,40.0,47.240306,33.0,1.294773,1.921716,30.0,44.807507,other
235,60947.0,0.051282,40.0,47.391636,34.0,1.294721,1.921623,32.0,43.89205,other
236,60948.0,0.025641,40.0,47.177369,33.0,1.294669,1.921528,31.0,43.579019,other
237,60949.0,0.025641,40.0,46.653417,33.0,1.327193,1.936787,33.0,44.310208,other
238,60950.0,0.025641,40.0,46.015647,32.0,1.327128,1.936687,31.0,43.216578,other
239,60951.0,0.025641,40.0,46.015317,32.0,1.327064,1.936586,30.0,44.141092,other
240,60952.0,0.025641,40.0,47.228406,32.0,1.347028,2.216971,30.0,44.141332,other
241,60953.0,0.025641,40.0,47.227964,32.0,1.326935,1.936385,29.0,44.14157,other
242,60954.0,0.025641,39.0,46.906704,31.0,2.179176,3.470591,29.0,43.7882,other
243,60955.0,0.025641,40.0,46.794968,31.0,2.179363,3.471055,30.0,43.217931,other
244,60956.0,0.051282,40.0,47.440428,32.0,2.153424,3.283081,32.0,43.672084,other
245,60957.0,0.025641,40.0,47.439824,33.0,2.153588,3.283504,32.0,42.181708,other
246,60958.0,0.025641,40.0,48.12097,33.0,2.179924,3.472449,33.0,42.654852,other
247,60959.0,0.025641,41.0,46.936427,33.0,1.346369,2.215034,31.0,43.499036,other
248,61000.0,0.025641,40.0,46.935781,32.0,1.346275,2.214758,30.0,42.182417,other
249,61001.0,0.025641,40.0,46.935135,31.0,1.445243,2.159038,29.0,42.280546,other
250,61002.0,0.025641,40.0,46.838199,31.0,1.44518,2.158964,29.0,44.831433,other
251,61003.0,0.051282,40.0,47.619796,31.0,1.445118,2.158889,30.0,44.831647,other
252,61004.0,0.025641,40.0,47.618964,31.0,1.445055,2.158815,31.0,42.68319,other
253,61005.0,0.025641,40.0,47.618133,31.0,1.444993,2.15874,30.0,42.683237,other
254,61006.0,0.025641,40.0,46.835541,31.0,1.444931,2.158666,29.0,44.643026,other
255,61007.0,0.025641,40.0,46.834876,31.0,1.444868,2.158591,30.0,43.734089,other
256,61008.0,0.025641,40.0,46.83421,31.0,1.444806,2.158517,29.0,44.644755,other
257,61009.0,0.025641,40.0,46.833546,32.0,1.444743,2.158442,30.0,43.734847,other
258,61010.0,0.025641,41.0,47.482036,32.0,1.444681,2.158367,32.0,43.325675,other
259,61011.0,0.025641,41.0,47.481393,33.0,1.444618,2.158292,32.0,44.433813,other
260,61012.0,0.025641,41.0,48.180831,33.0,1.444555,2.158217,32.0,44.434212,other
261,61013.0,0.0,41.0,49.499004,35.0,1.444493,2.158142,31.0,43.25006,other
262,61014.0,0.0,41.0,48.867365,35.0,1.44443,2.158067,32.0,43.704058,other
263,61015.0,0.025641,41.0,48.051228,34.0,1.444368,2.157992,28.0,44.176913,other
264,61016.0,0.025641,41.0,47.608959,33.0,1.444305,2.157917,28.0,43.461591,other
265,61017.0,0.025641,41.0,47.217017,32.0,1.532346,2.190624,30.0,43.252102,other
266,61018.0,0.025641,40.0,47.607288,32.0,1.532309,2.190587,29.0,43.46239,other
267,61019.0,0.025641,40.0,48.047982,30.0,1.532271,2.19055,30.0,43.121432,other
268,61020.0,0.025641,40.0,47.605617,31.0,1.532233,2.190512,29.0,42.529881,other
269,61021.0,0.025641,41.0,48.046357,31.0,1.532196,2.190475,31.0,43.121529,other
270,61022.0,0.0,40.0,47.779476,32.0,1.532158,2.190438,31.0,43.126179,other
271,61023.0,0.025641,40.0,47.779373,31.0,1.53212,2.190401,29.0,44.017373,other
272,61024.0,0.025641,40.0,47.77834,31.0,1.532083,2.190364,29.0,44.017934,other
273,61025.0,0.025641,40.0,47.777302,30.0,1.532045,2.190327,29.0,44.018493,other
274,61026.0,0.025641,40.0,47.149946,30.0,1.532007,2.19029,30.0,43.129596,other
275,61027.0,0.025641,39.0,48.36838,29.0,2.26171,3.518651,27.0,43.106538,other
276,61028.0,0.025641,40.0,48.85392,29.0,2.262038,3.519244,28.0,44.182132,other
277,61029.0,0.025641,39.0,49.152915,27.0,2.262366,3.519838,24.0,45.267868,other
278,61030.0,0.025641,40.0,48.851947,29.0,1.563734,2.341734,27.0,44.316967,other
279,61031.0,0.025641,39.0,46.922261,28.0,2.313092,3.978518,27.0,41.224753,other
280,61032.0,0.025641,40.0,48.320541,28.0,2.186228,3.488131,27.0,43.39546,other
281,61033.0,0.025641,40.0,49.718158,32.0,2.186412,3.488589,32.0,42.82068,other
282,61034.0,0.025641,40.0,48.521609,31.0,2.313345,3.97899,30.0,42.970137,other
283,61035.0,0.051282,39.0,47.961812,33.0,2.186779,3.489504,30.0,41.60209,other
284,61036.0,0.051282,40.0,49.562679,33.0,1.503268,2.319505,29.0,44.296891,other
285,61037.0,0.025641,40.0,49.562394,32.0,2.187146,3.490419,28.0,44.297405,other
286,61038.0,0.025641,40.0,48.9375,32.0,2.313684,3.979612,31.0,44.626289,other
287,61039.0,0.025641,40.0,48.328659,33.0,2.187512,3.491332,32.0,44.076734,other
288,61040.0,0.025641,39.0,48.103245,31.0,2.313851,3.979923,28.0,42.16228,other
289,61041.0,0.025641,40.0,49.146809,31.0,2.313936,3.980079,29.0,44.597836,other
290,61042.0,0.025641,39.0,48.102056,32.0,1.502664,2.318461,30.0,44.368305,other
291,61043.0,0.025641,40.0,48.576768,32.0,1.297363,1.962298,30.0,43.766311,other
292,61044.0,0.025641,39.0,47.893252,34.0,1.297295,1.962146,32.0,43.450659,other
293,61045.0,0.025641,40.0,48.468877,33.0,1.502362,2.317937,32.0,44.631453,other
294,61046.0,0.025641,39.0,48.368951,33.0,2.188791,3.494523,31.0,43.898935,other
295,61047.0,0.025641,39.0,48.36884,33.0,2.188973,3.494978,32.0,43.042592,other
296,61048.0,0.025641,39.0,48.368729,33.0,2.189155,3.495433,31.0,43.900123,other
297,61049.0,0.025641,40.0,46.819265,32.0,2.268972,3.531753,31.0,43.122885,other
298,61050.0,0.025641,40.0,47.132303,33.0,1.562394,2.338925,32.0,42.600996,other
299,61051.0,0.025641,39.0,47.977925,32.0,2.272074,3.763928,31.0,42.424748,other
300,61052.0,0.0,40.0,45.620651,33.0,2.272401,3.764562,32.0,41.283607,other
301,61053.0,0.0,40.0,45.977875,33.0,2.272728,3.765195,30.0,41.904291,other
302,61054.0,0.0,40.0,47.227331,30.0,1.454737,2.188669,29.0,43.467249,other
303,61055.0,0.025641,40.0,46.595508,31.0,1.454709,2.188557,27.0,43.986229,other
304,61056.0,0.025641,40.0,46.974508,30.0,1.46798,2.196712,28.0,45.479865,other
